Order_Item_ID,Order_ID,Product_ID,Quantity
OI0898,OR321,BS66,2
OI0899,OR321,PS72,3
OI0900,OR322,HK87,3
OI0901,OR322,GO6,2
OI0902,OR323,SF18,3
OI0903,OR323,FD62,1
OI0904,OR323,MP49,1
OI0905,OR323,JA84,1
OI0906,OR324,FA45,3
OI0907,OR324,AI9,1
OI0908,OR324,HA9,1
OI0909,OR324,HK66,1
OI0910,OR324,HA36,2
OI0911,OR325,HK101,1
OI0912,OR325,GO61,2
OI0913,OR325,MP78,1
OI0914,OR325,PS33,3
OI0915,OR325,GG91,2
OI0916,OR326,FD17,3
OI0917,OR326,AI97,1
OI0918,OR326,MP93,1
OI0919,OR326,FD65,3
OI0920,OR326,SF59,2
OI0921,OR327,HF17,1
OI0922,OR327,FA41,1
OI0923,OR327,BS92,1
OI0924,OR328,CL90,1
OI0925,OR328,BS1,2
OI0926,OR329,FA23,2
OI0927,OR330,HF38,3
OI0928,OR330,BP33,1
OI0929,OR330,HK93,3
OI0930,OR331,B17,3
OI0931,OR331,HK63,2
OI0932,OR331,BS26,3
OI0933,OR331,GG67,3
OI0934,OR332,SF70,1
OI0935,OR332,HF64,1
OI0936,OR333,HF97,1
OI0937,OR333,JA79,1
OI0938,OR333,HK56,3
OI0939,OR333,F31,1
OI0940,OR333,FA52,2
