Product_ID,Category_ID,Product_Name,Manufacture_Date,Expiry_Date,Price,GST,Stock,Rating
FA103,CA002,Puma Unisex Sports Cap,2023/05/20,NULL,999.00,5,371,1
FA104,CA002,HM Kids Cotton TShirt Pack of 2,2021/12/28,NULL,1199.00,5,166,1
FA105,CA002,Van Heusen Mens Formal Shirt,2020/06/15,NULL,2199.00,12,688,5
FA106,CA002,Global Desi Womens Palazzo Pants,2018/10/30,NULL,1799.00,12,791,1
FA107,CA002,Allen Solly Kids Denim Shorts,2023/06/17,NULL,1299.00,5,495,4
FA108,CA002,Titan Raga Womens Analog Watch,2019/06/04,NULL,4990.00,18,488,3
FA109,CA002,Fastrack Mens Sunglasses,2023/03/15,NULL,1499.00,18,719,1
FA11,CA002,Global Desi Womens Ethnic Top,2022/09/24,NULL,1299.00,12,695,2
FA110,CA002,US Polo Assn Mens Polo Tshirt,2018/05/17,NULL,1499.00,12,24,3
FA111,CA002,Mothercare Baby Romper Set 3 pcs,2023/12/11,NULL,1899.00,5,780,5
FA12,CA002,Babyhug Baby Girls Romper,2023/03/20,NULL,649.00,5,937,4
FA13,CA002,Mufti Mens Checked Shirt,2018/06/23,NULL,1199.00,12,896,3
FA14,CA002,FabAlley Womens Crop Top,2024/08/04,NULL,849.00,5,96,3
FA15,CA002,Cucumber Kids Unisex Night Suit,2020/05/24,NULL,799.00,5,427,5
FA16,CA002,US Polo Assn Mens Hoodie,2019/08/23,NULL,2499.00,12,56,3
FA17,CA002,Rangriti Womens Cotton Kurta Set,2019/01/15,NULL,2199.00,12,487,5
FA18,CA002,Gini  Jony Boys Jeans,2019/09/24,NULL,1199.00,12,144,5
FA19,CA002,Indian Terrain Mens Shorts,2020/08/18,NULL,1099.00,12,521,4
FA2,CA002,Biba Womens Printed Kurta,2023/06/08,NULL,1299.00,12,511,2
FA20,CA002,HM Womens Ruffled Blouse,2020/03/18,NULL,1499.00,12,743,3
FA21,CA002,Mothercare Baby Boy Romper,2021/04/27,NULL,699.00,5,742,1
FA22,CA002,Park Avenue Mens Suit Jacket,2020/11/05,NULL,4999.00,12,602,2
FA23,CA002,Biba Womens Palazzo Pants,2022/07/13,NULL,1199.00,12,803,4
FA24,CA002,Max Girls Printed Frock,2022/06/12,NULL,999.00,5,944,3
FA25,CA002,Roadster Mens Denim Jacket,2024/01/25,NULL,2199.00,12,919,5
FA26,CA002,Libas Womens Cotton Kurti,2023/01/23,NULL,899.00,5,141,2
FA27,CA002,UCB Kids Sweatshirt,2022/11/20,NULL,1049.00,12,984,1
FA28,CA002,Raymond Mens Formal Trousers,2018/03/25,NULL,1799.00,12,79,1
FA29,CA002,W Womens Printed Anarkali,2024/08/18,NULL,2799.00,12,42,3
FA3,CA002,Gini  Jony Kids Boys TShirt,2018/04/26,NULL,599.00,5,167,1
FA30,CA002,Little Kangaroos Kids Top,2019/03/20,NULL,449.00,5,342,2
FA31,CA002,Flying Machine Mens Joggers,2018/11/27,NULL,1399.00,12,843,3
FA32,CA002,AND Womens Solid Blazer,2019/06/12,NULL,2499.00,12,633,1
FA33,CA002,Babyhug Baby Girls Cotton Dress,2019/11/28,NULL,549.00,5,68,4
FA34,CA002,HM Mens Cotton Shirt,2020/01/28,NULL,1199.00,12,492,3
FA35,CA002,Zara Womens Casual Shirt,2023/02/01,NULL,1599.00,12,624,4
FA36,CA002,Little Kangaroos Boys Track Pants,2024/12/02,NULL,849.00,5,274,4
FA37,CA002,Wrangler Mens Slim Fit Jeans,2022/08/27,NULL,2799.00,12,717,3
FA38,CA002,Global Desi Womens Jumpsuit,2021/08/24,NULL,1999.00,12,472,1
FA39,CA002,Hopscotch Boys Kurta Pyjama Set,2021/06/22,NULL,999.00,5,805,3
FA4,CA002,Peter England Mens Formal Shirt,2023/12/25,NULL,1499.00,12,901,5
FA40,CA002,Arrow Mens Blazer,2020/08/02,NULL,5499.00,12,565,5
FA41,CA002,Aurelia Womens Cotton Dupatta,2018/06/16,NULL,599.00,5,966,5
FA42,CA002,Max Girls Cotton Leggings Pack of 2,2024/06/14,NULL,699.00,5,765,1
FA43,CA002,Jack  Jones Mens Printed TShirt,2019/01/27,NULL,1099.00,12,664,5
FA44,CA002,Biba Womens Printed Saree,2021/07/30,NULL,2999.00,12,431,1
FA45,CA002,Gini  Jony Boys Sweatshirt,2023/10/17,NULL,1199.00,12,91,2
FA46,CA002,Tommy Hilfiger Mens Polo Tee,2020/03/27,NULL,2499.00,12,291,2
FA47,CA002,FabIndia Womens Ethnic Kurta,2019/12/23,NULL,1799.00,12,955,3
FA48,CA002,Babyoye Infant Unisex TShirts 2 Pc,2018/01/31,NULL,599.00,5,97,3
FA49,CA002,HM Mens Cargo Pants,2022/12/22,NULL,1899.00,12,607,2
FA5,CA002,W for Woman Anarkali Kurti,2018/07/14,NULL,1999.00,12,271,2
FA50,CA002,Zara Womens Denim Skirt,2022/04/13,NULL,2099.00,12,469,2
FA51,CA002,Chicco Baby Girl Dungarees,2020/11/13,NULL,949.00,5,6,4
FA52,CA002,Allen Solly Mens Sweater,2020/11/27,NULL,2199.00,12,161,4
FA53,CA002,Westside Womens Long Kurta,2018/10/11,NULL,999.00,5,539,5
FA54,CA002,Carters Baby Girl Onesie Set,2019/10/08,NULL,849.00,5,596,2
FA55,CA002,Peter England Mens Blazer,2024/08/29,NULL,3999.00,12,236,5
FA56,CA002,Aurelia Womens Churidar Legging,2023/11/28,NULL,499.00,5,559,5
FA57,CA002,Max Kids Boys Pyjama Set,2022/07/17,NULL,699.00,5,688,2
FA58,CA002,US Polo Assn Mens Tracksuit,2018/10/29,NULL,2999.00,12,864,2
FA59,CA002,FabAlley Womens Maxi Dress,2023/08/22,NULL,1699.00,12,620,1
FA6,CA002,Hopscotch Girls Party Dress,2023/09/02,NULL,849.00,5,671,1
FA60,CA002,FirstCry Baby Boy Bodysuit Set,2018/12/05,NULL,599.00,5,736,2
FA61,CA002,Louis Philippe Mens Shirt,2024/04/14,NULL,1899.00,12,844,3
FA62,CA002,Global Desi Womens Flared Dress,2022/09/05,NULL,2499.00,12,264,3
FA63,CA002,Gini  Jony Girls Top and Skirt Set,2019/06/15,NULL,1299.00,12,62,2
FA64,CA002,Mufti Mens Denim Shirt,2019/06/30,NULL,1499.00,12,960,4
FA65,CA002,Rangriti Womens Printed Suit Set,2021/02/03,NULL,2199.00,12,893,5
FA66,CA002,HM Kids Unisex Joggers,2018/07/08,NULL,749.00,5,394,3
FA67,CA002,Red Tape Mens Casual Trousers,2023/11/20,NULL,1399.00,12,126,5
FA68,CA002,Libas Womens Georgette Kurta,2022/06/30,NULL,1199.00,12,357,3
FA69,CA002,Ziva Kids Girls Printed Skirt,2021/10/09,NULL,499.00,5,211,1
FA7,CA002,Van Heusen Mens Casual Shirt,2021/04/20,NULL,1699.00,12,217,1
FA70,CA002,Raymond Mens Ethnic Kurta Set,2022/05/13,NULL,2599.00,12,418,5
FA71,CA002,W for Woman Straight Kurta Set,2024/01/25,NULL,2799.00,12,469,2
FA72,CA002,Max Kids Unisex Shorts Pack 2 Pc,2021/07/20,NULL,599.00,5,792,4
FA73,CA002,Indian Terrain Mens Jacket,2019/11/27,NULL,3499.00,12,665,2
FA74,CA002,FabIndia Womens Cotton Saree,2022/03/08,NULL,3199.00,12,618,2
FA75,CA002,Hopscotch Kids Party Dress,2020/02/24,NULL,1499.00,12,953,1
FA76,CA002,Zara Mens Full Sleeve Shirt,2022/02/12,NULL,2099.00,12,758,3
FA77,CA002,Aurelia Womens Flared Palazzo,2024/05/10,NULL,1099.00,12,785,2
FA78,CA002,FirstCry Boys Kurta Set,2021/02/18,NULL,899.00,5,215,2
FA79,CA002,Levis Mens Denim Jacket,2023/05/24,NULL,3199.00,12,457,4
FA8,CA002,Aurelia Womens Straight Kurta,2018/02/12,NULL,999.00,5,155,2
FA80,CA002,Global Desi Womens Festive Kurta,2019/03/15,NULL,2999.00,12,9,4
FA81,CA002,Chicco Girls 3Pc Nightwear Set,2023/12/02,NULL,999.00,5,465,3
FA82,CA002,Park Avenue Mens Waistcoat,2024/12/25,NULL,2499.00,12,464,4
FA83,CA002,Zara Womens Shirt Dress,2023/07/30,NULL,2199.00,12,116,1
FA84,CA002,Babyhug Boys Fleece Jacket,2020/02/20,NULL,1049.00,12,815,3
FA85,CA002,Jack  Jones Mens VNeck Tee,2019/02/25,NULL,899.00,5,413,1
FA86,CA002,AND Womens Tiered Dress,2020/10/08,NULL,1899.00,12,642,4
FA87,CA002,Max Kids Boys Jacket,2018/11/25,NULL,1199.00,12,1000,5
FA88,CA002,Allen Solly Mens Track Pants,2024/06/06,NULL,1099.00,12,313,1
FA89,CA002,Biba Womens Chanderi Dupatta,2022/12/10,NULL,999.00,5,808,4
FA9,CA002,Max Boys Cotton Shorts,2021/04/18,NULL,499.00,5,771,5
FA90,CA002,Gini  Jony Girls Jeggings,2021/12/25,NULL,749.00,5,762,3
FA91,CA002,Van Heusen Mens Kurta,2023/11/13,NULL,1499.00,12,198,4
FA92,CA002,FabIndia Womens Short Kurti,2021/07/07,NULL,1099.00,12,565,4
FA93,CA002,FirstCry Baby Romper Pack 3 Pc,2023/02/24,NULL,699.00,5,355,5
FA94,CA002,Red Tape Mens Sweater,2023/07/29,NULL,1799.00,12,795,1
FA95,CA002,W for Woman Cotton Palazzo,2022/10/21,NULL,899.00,5,938,5
FA96,CA002,Ziva Kids Ethnic Skirt Set,2018/11/19,NULL,1199.00,12,613,5
FA97,CA002,US Polo Assn Mens Printed Tee,2021/06/19,NULL,1199.00,12,744,1
FA98,CA002,AND Womens Workwear Shirt,2019/05/12,NULL,1299.00,12,440,1
FA99,CA002,Hopscotch Boys Sweatpants,2019/04/18,NULL,649.00,5,329,3
HK1,CA003,Prestige Deluxe Alpha Pressure Cooker 5L,2022/07/15,NULL,2499.00,12,253,3
HK10,CA003,Wonderchef NutriBlend Mixer Grinder,2024/02/06,NULL,2999.00,12,699,5
HK100,CA003,Bajaj Majesty Rice Cooker 18L,2023/11/20,NULL,2399.00,12,487,3
HK101,CA003,Prestige Svachh Aluminium Pressure Cooker 5L,2023/08/30,NULL,2099.00,12,893,5
HK102,CA003,ScotchBrite 2in1 Bucket Spin Mop,2020/04/25,NULL,1599.00,18,181,3
HK103,CA003,Bosch GSB 500W Home Tool Kit 120pcs,2022/06/20,NULL,4499.00,18,654,5
HK11,CA003,ScotchBrite Toilet Brush with Stand,2019/02/20,NULL,249.00,18,991,4
HK12,CA003,Bosch GBL 620 Air Blower,2024/07/25,NULL,2999.00,18,483,1
HK13,CA003,Milton Thermosteel Flask 1L,2018/12/17,NULL,899.00,12,802,2
HK14,CA003,Dettol MultiUse Hygiene Liquid 1L,2020/11/26,NULL,225.00,18,658,5
HK15,CA003,Cello MultiPurpose Ladder 5 Steps,2018/07/04,NULL,2499.00,18,75,2
HK16,CA003,Vinod Platinum Triply Kadhai 25L,2021/07/07,NULL,2899.00,12,465,1
HK17,CA003,Harpic Power Plus Toilet Cleaner 1L,2018/10/19,NULL,115.00,18,31,2
HK18,CA003,BlackDecker Electric Screwdriver Set,2021/10/06,NULL,3499.00,18,832,2
HK19,CA003,Borosil Glass Mixing Bowl Set 3 Pcs,2022/09/07,NULL,799.00,12,815,2
HK2,CA003,ScotchBrite Heavy Duty Scrub Pad Pack,2020/07/18,NULL,99.00,18,510,2
HK20,CA003,Spotzero Spin Mop with Bucket,2022/05/30,NULL,1299.00,18,640,5
HK21,CA003,Stanley 8m Measuring Tape,2022/08/18,NULL,349.00,18,204,1
HK22,CA003,Tupperware Smart Chopper,2021/01/26,NULL,949.00,12,232,3
HK23,CA003,Vim Dishwash Bar Pack of 4,2024/09/22,NULL,99.00,18,272,4
HK24,CA003,IBELL Electric Spray Gun,2023/04/26,NULL,1999.00,18,506,3
HK25,CA003,Pigeon Handi Pressure Cooker 3L,2019/02/13,NULL,1899.00,12,600,1
HK26,CA003,Gala Twin Bucket Spin Mop,2023/11/10,NULL,1799.00,18,457,2
HK27,CA003,Taparia Plier Set,2024/02/04,NULL,649.00,18,429,3
HK28,CA003,Hawkins Futura Tava NonStick 28cm,2020/09/30,NULL,1499.00,12,265,3
HK29,CA003,Presto All Purpose Cleaner 2L,2024/07/19,NULL,249.00,18,922,3
HK3,CA003,Bosch GSB 500W Home Tool Kit,2020/05/07,NULL,3299.00,18,630,2
HK30,CA003,Buildskill Drill Machine 450W,2024/12/30,NULL,1899.00,18,636,4
HK31,CA003,Lifelong LLGS18 Glass Top Stove 2 Burner,2019/02/19,NULL,2999.00,12,864,1
HK32,CA003,Colin Glass Cleaner 500ml,2020/12/30,NULL,85.00,18,697,4
HK33,CA003,Stanley Claw Hammer 450g,2021/05/17,NULL,499.00,18,3,5
HK34,CA003,Cello Hot Serve Casserole Set,2022/02/10,NULL,1199.00,12,30,5
HK35,CA003,Gala Dustpan and Brush Set,2021/08/13,NULL,179.00,18,93,3
HK36,CA003,Truphe Extension Board 4 Socket,2021/07/21,NULL,599.00,18,837,2
HK37,CA003,Vinod Induction Fry Pan 26cm,2019/06/03,NULL,1049.00,12,123,5
HK38,CA003,Surf Excel Matic Front Load 2kg,2024/03/07,NULL,475.00,18,255,1
HK39,CA003,Foster Electric Drill Kit 10mm,2024/04/04,NULL,2199.00,18,319,5
HK4,CA003,Hawkins Contura Hard Anodised Cooker 3L,2024/08/20,NULL,2199.00,12,86,5
HK40,CA003,Borosil Prima OTG 19L,2024/09/15,NULL,4599.00,12,252,4
HK41,CA003,ScotchBrite Kitchen Wipe Set,2020/09/02,NULL,129.00,18,653,1
HK42,CA003,Taparia Adjustable Wrench 200mm,2018/10/21,NULL,399.00,18,430,3
HK43,CA003,Bajaj Majesty Sandwich Toaster,2021/02/08,NULL,1799.00,12,662,2
HK44,CA003,Domex Disinfectant Floor Cleaner 15L,2018/07/11,NULL,189.00,18,518,3
HK45,CA003,KROST Mini Grinder Tool Kit,2021/07/15,NULL,1499.00,18,1,4
HK46,CA003,Vinod Saucepan with Lid 15L,2022/06/09,NULL,749.00,12,404,4
HK47,CA003,Lysol AllPurpose Cleaner Spray,2020/03/15,NULL,199.00,18,560,2
HK48,CA003,iBELL Digital Screwdriver 45Bits Kit,2020/02/20,NULL,2299.00,18,234,4
HK49,CA003,Wonderchef Cast Iron Tawa 27cm,2021/09/25,NULL,1299.00,12,520,4
HK5,CA003,Gala No Dust Floor Broom,2022/10/09,NULL,149.00,18,161,1
HK50,CA003,Presto Disinfectant Wipes 80 pcs,2023/01/03,NULL,179.00,18,952,4
HK51,CA003,BlackDecker Jigsaw Cutter,2023/03/30,NULL,3999.00,18,461,4
HK52,CA003,Prestige Omega Deluxe Cookware Set 3 pcs,2023/03/06,NULL,2899.00,12,650,1
HK53,CA003,Harpic Bathroom Cleaner Lemon 1L,2022/12/27,NULL,125.00,18,752,1
HK54,CA003,Bosch Cordless Screwdriver IXO,2024/07/21,NULL,4499.00,18,337,3
HK55,CA003,Pigeon Favourite Induction Stove,2019/11/08,NULL,2199.00,12,128,2
HK56,CA003,Dettol Disinfectant Spray 450ml,2024/02/11,NULL,199.00,18,893,2
HK57,CA003,Taparia Allen Key Set,2020/02/16,NULL,299.00,18,826,2
HK58,CA003,Cello Steel Flask 750ml,2024/10/01,NULL,749.00,12,202,4
HK59,CA003,Lizol Lavender Floor Cleaner 975ml,2018/12/13,NULL,129.00,18,891,4
HK6,CA003,BlackDecker Cordless Drill Driver,2018/09/22,NULL,5799.00,18,290,4
HK60,CA003,IBELL Wall Fan Drill 500W,2020/12/19,NULL,1799.00,18,318,4
HK61,CA003,Hawkins Classic Pressure Cooker 5L,2022/12/07,NULL,2299.00,12,983,4
HK62,CA003,ScotchBrite Lint Roller,2018/12/16,NULL,149.00,18,750,4
HK63,CA003,AmazonBasics Tool Kit 131 Pieces,2021/12/27,NULL,3499.00,18,884,4
HK64,CA003,Borosil Stainless Steel Tiffin Set,2021/10/07,NULL,999.00,12,448,5
HK65,CA003,Dettol Laundry Sanitizer 1L,2021/07/29,NULL,249.00,18,573,5
HK66,CA003,Stanley Drill Machine 500W,2023/02/12,NULL,2499.00,18,158,5
HK67,CA003,Milton Electric Tandoor,2020/08/04,NULL,3999.00,12,927,1
HK68,CA003,Domex Toilet Cleaner Ocean Fresh 750ml,2021/04/16,NULL,109.00,18,223,2
HK69,CA003,Bosch Multipurpose Tool Set 108 pcs,2022/03/19,NULL,4999.00,18,882,1
HK7,CA003,Pigeon NonStick Frying Pan 24cm,2021/10/04,NULL,649.00,12,557,3
HK70,CA003,Wonderchef Electric Rice Cooker 18L,2018/05/31,NULL,2199.00,12,689,5
HK71,CA003,Presto Floor Cleaner Jasmine 2L,2019/08/17,NULL,249.00,18,177,3
HK72,CA003,Visko Claw Hammer  Screwdriver Kit,2018/02/20,NULL,799.00,18,649,1
HK73,CA003,Philips HD6975 OTG 25L,2023/09/02,NULL,6299.00,12,873,3
HK74,CA003,Colin Trigger Glass Cleaner 500ml,2022/12/21,NULL,89.00,18,103,4
HK75,CA003,BlackDecker 650W Impact Drill,2019/01/02,NULL,2999.00,18,682,1
HK76,CA003,Prestige Electric Kettle 15L,2022/09/01,NULL,1299.00,12,471,5
HK77,CA003,Harpic Flushmatic InCistern Block,2019/03/25,NULL,99.00,18,128,2
HK78,CA003,Bosch Wood Cutter Machine 670W,2023/11/09,NULL,3899.00,18,407,4
HK79,CA003,Pigeon Handy Vegetable Chopper Big,2019/10/28,NULL,399.00,12,504,5
HK8,CA003,Lizol Disinfectant Surface Cleaner 2L,2021/09/07,NULL,299.00,18,338,4
HK80,CA003,Dettol Antiseptic Liquid 500ml,2024/09/14,NULL,119.00,18,906,5
HK81,CA003,Taparia Tool Kit with Plier and Hammer,2020/05/06,NULL,999.00,18,304,5
HK82,CA003,Tefal Simply Chef Frypan 28cm,2020/09/23,NULL,1099.00,12,735,5
HK83,CA003,Surf Excel Bar Soap Pack of 4,2018/03/19,NULL,145.00,18,756,1
HK84,CA003,Stanley Screwdriver Set 6 Pcs,2023/09/22,NULL,699.00,18,673,3
HK85,CA003,Prestige Popup Toaster 700W,2022/06/01,NULL,1299.00,12,896,1
HK86,CA003,Domex Fresh Guard Toilet Cleaner 500ml,2021/07/24,NULL,89.00,18,129,4
